Job title,Age,Industry,Salary,Bonus,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
information and program manager,25-34,nonprofits,70000.0,5000.0,75000.0,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
media and pr,35-44,engineering or manufacturing,80000.0,0.0,80000.0,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
technical assistance provider,35-44,nonprofits,70000.0,0.0,70000.0,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
library specialist,25-34,education (higher education),34299.0,0.0,34299.0,United States,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
strategic operations and programme manager,25-34,computing or tech,90000.0,0.0,111831.66804340693,United Kingdom,Other,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
"assistant director, student affairs",35-44,education (higher education),50000.0,0.0,50000.0,United States,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
director of client services,35-44,hospitality & events,85000.0,0.0,85000.0,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
loss prevention manager,35-44,retail,87000.0,15000.0,102000.0,United States,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
associate attorney,35-44,law,125000.0,0.0,125000.0,United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
administrative associate,35-44,commercial real estate ,55000.0,5000.0,60000.0,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
attorney,55-64,law,275000.0,0.0,275000.0,United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
operations manager,25-34,pet care industry (dog training/walking),48500.0,0.0,48500.0,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
software engineer,35-44,engineering or manufacturing,139000.0,9000.0,148000.0,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
paralegal / legal assistant,25-34,law,54080.0,500.0,54580.0,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
manager & actuary,35-44,insurance,170000.0,30000.0,200000.0,United States,Other,New York City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
marketing manager,25-34,"marketing, advertising & pr",60000.0,0.0,44902.88284604376,Canada,Other,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White
librarian,45-54,education (primary/secondary),70000.0,1000.0,71000.0,United States,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
communications associate,25-34,nonprofits,53000.0,0.0,53000.0,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
cytotechnologist ,35-44,health care,82160.0,0.0,82160.0,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
onboarding partner,25-34,recruitment or hr,71000.0,0.0,71000.0,United States,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
graduate research assitant,18-24,engineering or manufacturing,25700.0,0.0,25700.0,United States,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
deputy c-level,25-34,politics,105000.0,0.0,105000.0,United States,Other,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
"librarian, non-supervisory",35-44,education (higher education),77000.0,0.0,77000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
content strategist,35-44,health care,50000.0,0.0,50000.0,United States,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
eos,35-44,government and public administration,95000.0,2000.0,97000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
data analyst,18-24,business or consulting,62000.0,0.0,62000.0,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
sr associate - quality assurance,35-44,animal health product manufacturing,75000.0,7500.0,82500.0,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,White
business analyst,45-54,computing or tech,88000.0,0.0,88000.0,United States,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
assistant to property managers,25-34,property or construction,31500.0,0.0,31500.0,United States,South Carolina,Columbia,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
it training specialist,25-34,health care,76000.0,0.0,76000.0,United States,Massachusetts,Woburn,5-7 years,2 - 4 years,Master's degree,Woman,White
reporting analyst ,25-34,"accounting, banking & finance",45760.0,0.0,45760.0,United States,California,Anaheim,11 - 20 years,2 - 4 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
communications manager,25-34,"marketing, advertising & pr",86000.0,0.0,86000.0,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,White
project manager,25-34,engineering or manufacturing,78240.0,0.0,58553.359231241055,Canada,Other,Calgary,5-7 years,5-7 years,Master's degree,Woman,White
admissions advisor,25-34,education (higher education),56000.0,0.0,56000.0,United States,Wisconsin,Appleton,8 - 10 years,5-7 years,Master's degree,Woman,White
business development specialist,25-34,educational technology - hybrid between book publishing and technology really,67000.0,2000.0,69000.0,United States,Minnesota,Bloomington,8 - 10 years,2 - 4 years,College degree,Woman,White
associate,25-34,law,125000.0,0.0,125000.0,United States,Tennessee,Chattanooga,5-7 years,5-7 years,Master's degree,Woman,White
assistant project manager,25-34,property or construction,55000.0,0.0,55000.0,United States,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,White
supply chain manager,35-44,computing or tech,125000.0,50000.0,175000.0,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
rn,25-34,health care,60000.0,0.0,60000.0,United States,Tennessee,Memphis,8 - 10 years,2 - 4 years,College degree,Woman,White
associate,25-34,law,190000.0,0.0,190000.0,United States,Massachusetts,Boston,1 year or less,1 year or less,Master's degree,Woman,White
land analyst,45-54,utilities & telecommunications,60320.0,0.0,60320.0,United States,Pennsylvania,Pittsburgh,21 - 30 years,8 - 10 years,Some college,Woman,White
regulatory affairs manager ,35-44,pharmaceuticals,125000.0,18750.0,143750.0,United States,North Carolina,Durham,5-7 years,2 - 4 years,PhD,Woman,White
teacher,45-54,education (primary/secondary),94000.0,0.0,94000.0,United States,Connecticut,Stamford,21 - 30 years,21 - 30 years,PhD,Woman,White
np-phc,25-34,health care,98000.0,0.0,73341.3753152048,Canada,Other,Rural Ontario,8 - 10 years,2 - 4 years,Master's degree,Woman,White
administrative assistant,35-44,government and public administration,49000.0,0.0,49000.0,United States,Oregon,Newport,11 - 20 years,11 - 20 years,Some college,Woman,White
director of development,35-44,nonprofits,120000.0,0.0,120000.0,United States,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
consultant,55-64,recruitment or hr,135000.0,0.0,135000.0,United States,Illinois,"Chicago area mostly, but also the US and Canada",31 - 40 years,31 - 40 years,College degree,Woman,White
advancement accounting assistant,35-44,education (higher education),40575.0,0.0,40575.0,United States,Washington,Spokane,8 - 10 years,8 - 10 years,College degree,Woman,White
senior monitoring & evaluation adviser ,25-34,nonprofits,75500.0,0.0,75500.0,United States,North Carolina,Durham,8 - 10 years,8 - 10 years,Master's degree,Woman,White
copy supervisor,25-34,"marketing, advertising & pr",115000.0,12000.0,127000.0,United States,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Woman,White
policy analyst ,35-44,government and public administration,70000.0,0.0,70000.0,United States,Massachusetts,Greater Boston area,8 - 10 years,5-7 years,Master's degree,Woman,White
visual designer,25-34,computing or tech,110000.0,1400.0,111400.0,United States,Illinois,Chicago (remote),5-7 years,5-7 years,College degree,Woman,White
engineering student trainee,18-24,agriculture or forestry,29000.0,0.0,29000.0,United States,South Dakota,Rapid City,1 year or less,1 year or less,Some college,Woman,White
graphic designer,55-64,"marketing, advertising & pr",61000.0,0.0,61000.0,United States,Illinois,Mount Prospect,31 - 40 years,31 - 40 years,College degree,Woman,White
information technology specialist,55-64,nonprofits,47250.0,0.0,47250.0,United States,West Virginia,"Huntington (remote, HQ is in Charleston)",11 - 20 years,5-7 years,Master's degree,Woman,White
sr. piping designer,35-44,engineering or manufacturing,96000.0,4000.0,100000.0,United States,Minnesota,St. Paul,11 - 20 years,11 - 20 years,Some college,Man,White
digital marketing specialist,35-44,nonprofits,45000.0,0.0,45000.0,United States,Pennsylvania,Scranton,11 - 20 years,11 - 20 years,College degree,Woman,White
senior program support associate,25-34,philanthropy,72000.0,0.0,72000.0,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,Master's degree,Woman,White
editor,25-34,government and public administration,78167.0,0.0,78167.0,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,Master's degree,Woman,White
senior operations manager,25-34,"accounting, banking & finance",132500.0,55000.0,187500.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
"it manager, financial systems",45-54,computing or tech,124000.0,0.0,124000.0,United States,Tennessee,Remote,21 - 30 years,21 - 30 years,Master's degree,Woman,White
sr analytic consultant,45-54,"marketing, advertising & pr",108000.0,0.0,108000.0,United States,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,College degree,Man,White
principal consultant ,35-44,"accounting, banking & finance",110000.0,5000.0,115000.0,United States,North Carolina,Charlotte,11 - 20 years,11 - 20 years,Master's degree,Woman,White
"assistant director, communications",35-44,education (higher education),83000.0,0.0,83000.0,United States,Arizona,Flagstaff,11 - 20 years,5-7 years,Master's degree,Woman,White
geostructural design engineer,25-34,engineering or manufacturing,110000.0,14000.0,124000.0,United States,Other,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
student success center coordinator,25-34,education (higher education),45000.0,0.0,45000.0,United States,Illinois,Carlinville,5-7 years,5-7 years,Master's degree,Woman,White
editor,25-34,government and public administration,91000.0,2000.0,93000.0,United States,District of Columbia,Washington,11 - 20 years,5-7 years,PhD,Woman,White
qc chemistry manager,35-44,engineering or manufacturing,117000.0,17550.0,134550.0,United States,Minnesota,Chaska,11 - 20 years,11 - 20 years,Master's degree,Woman,White
supervisor ,45-54,insurance,59000.0,7000.0,66000.0,United States,Other,"Omaha, NE",21 - 30 years,21 - 30 years,Some college,Woman,White
research administrator ,35-44,education (higher education),71697.0,0.0,71697.0,United States,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,Master's degree,Woman,White
senior property manager,45-54,real estate,90000.0,9000.0,99000.0,United States,California,Sacramento,31 - 40 years,21 - 30 years,Some college,Woman,White
director of alumni communications,35-44,education (higher education),120000.0,0.0,120000.0,United States,Massachusetts,Western Mass,11 - 20 years,11 - 20 years,College degree,Woman,White
administrator,25-34,property or construction,61500.0,0.0,46025.454917194846,Canada,Other,Calgary,8 - 10 years,8 - 10 years,Some college,Woman,White
executive administrator ,35-44,transport or logistics,80000.0,5000.0,85000.0,United States,New York,New York City,21 - 30 years,21 - 30 years,High School,Woman,White
hr business partner,25-34,transport or logistics,56000.0,0.0,56000.0,United States,Illinois,Joliet,8 - 10 years,5-7 years,Some college,Woman,White
product support representative,45-54,engineering or manufacturing,47840.0,2000.0,49840.0,United States,California,Shingle Springs,21 - 30 years,21 - 30 years,College degree,Man,"Asian or Asian American, White"
senior hazard mitigation manager,45-54,consulting,150000.0,20000.0,170000.0,United States,Florida,Plant City,21 - 30 years,11 - 20 years,Master's degree,Woman,White
senior manager of customer enablement,45-54,computing or tech,150000.0,0.0,150000.0,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,Master's degree,Woman,White
senior consultant,45-54,environmental consulting,105000.0,5000.0,110000.0,United States,Georgia,Atlanta,21 - 30 years,21 - 30 years,PhD,Woman,White
equity analyst,25-34,"accounting, banking & finance",100000.0,5000.0,105000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
project manager-tech lead,35-44,engineering or manufacturing,97500.0,8000.0,105500.0,United States,Illinois,Lisle,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
operations,25-34,"accounting, banking & finance",100000.0,50000.0,150000.0,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Man,White
senior project specialist,45-54,health care,125000.0,0.0,125000.0,United States,Massachusetts,Salem,21 - 30 years,8 - 10 years,College degree,Woman,White
public library director,35-44,government and public administration,63000.0,0.0,63000.0,United States,Wisconsin,Platteville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
business development manager ,25-34,sales,50000.0,50000.0,124257.4089371188,United Kingdom,Other,Remote (live in Nottingham),8 - 10 years,5-7 years,College degree,Woman,White
principal investigator,35-44,archaeology / cultural resource management,79000.0,1000.0,80000.0,United States,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
