Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
software engineer,35-44,computing or tech,112000.0,United States,Florida,Melbourne,11 - 20 years,8 - 10 years,College degree,Woman,White
compliance manager,25-34,politics,85000.0,United States,District of Columbia,DC,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
speech-language pathologist,25-34,health care,60000.0,United States,Ohio,Medina,8 - 10 years,8 - 10 years,Master's degree,Woman,White
lead planner,25-34,government and public administration,57000.0,United States,Texas,El Paso,5-7 years,2 - 4 years,Master's degree,Woman,White
internal auditor ,25-34,"accounting, banking & finance",52500.0,United States,Kentucky,Lexington,5-7 years,5-7 years,College degree,Woman,White
cpa,25-34,"accounting, banking & finance",54000.0,United States,Wisconsin,La Crosse,5-7 years,2 - 4 years,College degree,Woman,White
assistant professor,25-34,education (higher education),64000.0,United States,Wisconsin,Milwaukee,2 - 4 years,5-7 years,PhD,Woman,White
program coordinator,18-24,nonprofits,39000.0,United States,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,College degree,Woman,White
paralegal,25-34,law,54631.840796019904,Canada,Other,Toronto,8 - 10 years,5-7 years,College degree,Woman,White
branch manager,35-44,"accounting, banking & finance",68000.0,United States,Texas,Richardson,11 - 20 years,11 - 20 years,Some college,Woman,White
program manager,25-34,public health in higher education,76000.0,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
program analyst,25-34,government and public administration,127000.0,United States,District of Columbia,DC,8 - 10 years,8 - 10 years,College degree,Woman,White
planning analyst,25-34,business or consulting,105000.0,United States,Florida,Panhandle region,5-7 years,5-7 years,Master's degree,Woman,White
representative,35-44,business services,50000.0,United States,California,Glendale,11 - 20 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
clinical pharmacist ,45-54,health care,146000.0,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,PhD,Woman,White
senior engineer,25-34,engineering or manufacturing,102500.0,United States,Colorado,Golden,8 - 10 years,8 - 10 years,PhD,Woman,White
project manager,35-44,property or construction,58000.0,United States,South Carolina,Charleston,11 - 20 years,5-7 years,High School,Woman,White
senior associate,25-34,"accounting, banking & finance",140000.0,United States,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman,White
technical project manager,25-34,computing or tech,145000.0,United States,California,Bay Area,8 - 10 years,5-7 years,College degree,Woman,White
special projects manager,45-54,media & digital,66000.0,United States,New York,New York City,21 - 30 years,5-7 years,Master's degree,Woman,White
library assistant,18-24,law enforcement & security,50000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
administrator,35-44,"leisure, sport & tourism",34041.100000000006,Ireland,Other,Dublin,21 - 30 years,11 - 20 years,Some college,Woman,White
financial administrator,25-34,nonprofits,50000.0,United States,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
marketing specialist,25-34,computing or tech,70000.0,United States,Virginia,Richmond,8 - 10 years,5-7 years,College degree,Woman,White
public health advisor,45-54,government and public administration,128300.0,United States,Other,Atlanta,31 - 40 years,21 - 30 years,Master's degree,Woman,White
payment services officer,45-54,government and public administration,40412.59456143938,Canada,Other,St. John's,5-7 years,5-7 years,College degree,Woman,White
archivist,25-34,government and public administration,107000.0,United States,Maryland,College Park,8 - 10 years,5-7 years,Master's degree,Woman,White
technical sales manager,25-34,sales,88000.0,United States,New Hampshire,Portsmouth,11 - 20 years,5-7 years,College degree,Woman,White
senior policy advisor,35-44,government and public administration,63612.417365228655,Canada,Other,Toronto,11 - 20 years,2 - 4 years,Master's degree,Woman,White
management consultant,25-34,business or consulting,121000.0,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
counsel,35-44,law,125000.0,United States,New York,I work remotely,11 - 20 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
programmer analyst,35-44,education (primary/secondary),82000.0,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,College degree,Man,White
client service manager,35-44,sales,90000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,"Asian or Asian American, White"
sales,35-44,computing or tech,100000.0,United States,Illinois,"Springfield, IL",11 - 20 years,8 - 10 years,College degree,Woman,White
instructional designer,45-54,computing or tech,80000.0,United States,North Carolina,Durham,21 - 30 years,2 - 4 years,College degree,Woman,White
hr manager,35-44,engineering or manufacturing,84000.0,United States,South Carolina,"Columbia, SC",11 - 20 years,11 - 20 years,Master's degree,Woman,White
director of operations,35-44,computing or tech,105618.79759655098,United Kingdom,Other,London,11 - 20 years,5-7 years,College degree,Woman,White
prospect researcher,25-34,nonprofits,44500.0,United States,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,Master's degree,Woman,White
media planner - paid social,25-34,"marketing, advertising & pr",82500.0,United States,District of Columbia,Washington DC,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
customer support representative,25-34,computing or tech,45000.0,United States,New Jersey,Somerset,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
brand manager,35-44,"marketing, advertising & pr",160000.0,United States,California,San Francisco,11 - 20 years,21 - 30 years,Some college,Woman,Another option not listed here or prefer not to answer
records management analyst,25-34,government and public administration,41160.97594220677,Canada,Other,Victoria,8 - 10 years,1 year or less,College degree,Woman,White
customer success manager,25-34,computing or tech,143000.0,United States,Colorado,Denver,11 - 20 years,5-7 years,College degree,Woman,White
managing editor,25-34,nonprofits,80000.0,United States,Washington,Seattle,2 - 4 years,11 - 20 years,Master's degree,Woman,White
historian,25-34,government and public administration,68805.0,United States,Florida,Eglin AFB,8 - 10 years,8 - 10 years,PhD,Woman,White
assistant director ,35-44,business or consulting,128700.0,United States,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman,White
staff therapist,25-34,social work,45000.0,United States,Illinois,Chicago,5-7 years,1 year or less,Master's degree,Woman,White
systems librarian,35-44,education (higher education),54000.0,United States,North Dakota,Grand Forks,1 year or less,1 year or less,Master's degree,Woman,White
adult services librarian,25-34,nonprofits,36280.0,United States,Other,Pittsburgh,5-7 years,5-7 years,Master's degree,Woman,White
chemist,25-34,research and development,59500.0,United States,Virginia,Pembroke,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
quality project lead ,25-34,pharmaceuticals,49827.22098378464,United Kingdom,Other,Billingham,8 - 10 years,8 - 10 years,College degree,Woman,White
systems analyst,55-64,consumer packaged goods,74838.13807673959,Canada,Other,Toronto,21 - 30 years,21 - 30 years,College degree,Man,White
senior manufacturing engineer,55-64,engineering or manufacturing,161000.0,United States,Other,Sunnyvale,21 - 30 years,8 - 10 years,Some college,Man,White
director,35-44,nonprofits,110000.0,United States,Virginia,Annandale,11 - 20 years,11 - 20 years,Master's degree,Woman,White
senior development manager,35-44,nonprofits,72100.0,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,White
accounting manager,35-44,property or construction,75000.0,United States,Oregon,Prineville,21 - 30 years,21 - 30 years,College degree,Woman,White
hr business partner,45-54,health care,160000.0,United States,California,Oakland,21 - 30 years,21 - 30 years,College degree,Woman,White
controller,55-64,engineering or manufacturing,104000.0,United States,Vermont,Rutland,21 - 30 years,21 - 30 years,College degree,Woman,White
senior research analyst,25-34,business or consulting,67800.0,United States,Pennsylvania,Philadelphia,5-7 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
senior research analyst,35-44,education (higher education),70600.0,United States,Iowa,Ames,5-7 years,5-7 years,PhD,Woman,White
executive assistant,45-54,engineering or manufacturing,72000.0,United States,Other,Ann Arbor area,11 - 20 years,11 - 20 years,College degree,Woman,White
reporter,35-44,media & digital,40000.0,United States,Iowa,Verysmall town,11 - 20 years,11 - 20 years,College degree,Woman,White
crm analyst,25-34,media & digital,55033.60641824992,United Kingdom,Other,London,5-7 years,5-7 years,Master's degree,Woman,White
operations manager ,35-44,retail,48640.0,United States,Maine,Rockland,11 - 20 years,1 year or less,College degree,Woman,White
director of donor relations,35-44,nonprofits,95000.0,United States,New Jersey,Concord,11 - 20 years,8 - 10 years,Master's degree,Woman,White
word processor,55-64,law,40317.0,United States,Indiana,South Bend,31 - 40 years,21 - 30 years,Master's degree,Woman,White
quality engineer,18-24,engineering or manufacturing,54075.0,United States,California,Irvine,1 year or less,1 year or less,College degree,Man,White
budget analyst,25-34,government and public administration,53895.0,United States,Tennessee,Nashville,2 - 4 years,2 - 4 years,Master's degree,Woman,White
software developer,35-44,computing or tech,80076.80774211136,Canada,Other,Winnipeg,11 - 20 years,11 - 20 years,College degree,Man,White
senior editor,55-64,nonprofits,74500.0,United States,Virginia,Leesburg,21 - 30 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
senior software engineer ,45-54,oil and gas,140000.0,United States,Texas,Houston,21 - 30 years,21 - 30 years,Some college,Man,White
director ,25-34,"marketing, advertising & pr",53257.850000000006,Ireland,Other,Athlone,8 - 10 years,8 - 10 years,College degree,Woman,White
deputy director,35-44,government and public administration,110000.0,United States,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
director of accounting,35-44,government and public administration,157000.0,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,White
paralegal,25-34,law,53000.0,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman,White
account manager ,35-44,media & digital,125000.0,United States,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
project assistant,35-44,engineering or manufacturing,54000.0,United States,Minnesota,Duluth,11 - 20 years,5-7 years,College degree,Woman,White
hr coordinator,25-34,recruitment or hr,40000.0,United States,Illinois,Bloomington,5-7 years,5-7 years,Master's degree,Woman,White
executive assistant,25-34,business or consulting,38990.66993798133,Canada,Other,Vancouver,11 - 20 years,8 - 10 years,Some college,Woman,White
archives assistant,25-34,heritage/public history,28064.301778777342,Canada,Other,Toronto,5-7 years,2 - 4 years,Master's degree,Woman,White
museum director curator,35-44,nonprofits,44902.88284604376,Canada,Other,"Port Carling, Muskoka, Ontario",11 - 20 years,2 - 4 years,College degree,Woman,White
legal assistant,25-34,law,31432.017992230627,Canada,Other,Toronto,5-7 years,2 - 4 years,College degree,Woman,White
civil engineer,25-34,engineering or manufacturing,94000.0,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Woman,White
program director,35-44,social work,70000.0,United States,Minnesota,Saint Paul,11 - 20 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
tax manager,35-44,"accounting, banking & finance",82400.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
member financial transaction services ,25-34,"accounting, banking & finance",51000.0,United States,California,Carpinteria,5-7 years,5-7 years,Some college,Man,White
